submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
02/18/2021,OR,151713,149993,1720,456,0,2149,2134,15,6,0,02/19/2021 03:33:51 PM,Agree,Agree
08/04/2020,RI,19378,,,141,0,1031,,,1,0,07/27/2021 02:58:07 PM,Not agree,N/A
03/13/2021,NJ,834715,739249,95466,4034,850,23888,21414,2474,34,0,03/14/2021 01:53:25 PM,Agree,Agree
11/21/2020,FSM,0,0,0,0,0,0,0,0,0,0,11/22/2020 03:02:23 PM,Agree,Agree
10/13/2020,VA,161610,152039,9571,805,123,3381,3141,240,9,0,10/14/2020 01:28:39 PM,Agree,Agree
05/12/2021,OR,193014,193014,0,598,0,2559,2559,0,10,0,05/13/2021 02:28:07 PM,Agree,Agree
04/18/2020,FSM,0,,,0,,0,,,0,,04/18/2020 04:22:39 PM,Agree,Agree
06/21/2020,FSM,0,0,0,0,0,0,0,0,0,0,06/22/2020 03:24:02 PM,Agree,Agree
07/03/2021,RI,152577,,,29,0,2735,,,0,0,07/27/2021 02:58:07 PM,Not agree,N/A
09/04/2020,OR,27601,26294,1307,265,0,475,463,12,5,0,09/05/2020 02:09:45 PM,Agree,Agree
04/02/2021,FSM,1,1,0,0,0,0,0,0,0,0,04/03/2021 01:51:09 PM,Agree,Agree
09/09/2020,OR,28471,27104,1367,116,0,494,481,13,8,0,09/10/2020 02:02:53 PM,Agree,Agree
06/16/2021,OR,205698,205698,0,239,0,2744,2744,0,7,0,06/17/2021 02:38:09 PM,Agree,Agree
04/29/2021,WY,58069,49046,9023,70,18,707,707,0,0,0,04/30/2021 01:40:40 PM,Agree,Agree
01/06/2021,RI,95638,,,1581,0,2011,,,13,0,07/27/2021 02:58:07 PM,Not agree,N/A
07/31/2020,NJ,183964,,,747,57,15819,13944,1875,10,0,07/31/2020 12:00:00 AM,Not agree,Agree
04/29/2020,LA,27703,,,374,0,1845,1802,43,44,0,04/30/2020 04:07:01 PM,Not agree,Agree
11/28/2020,DC,21038,,,101,0,678,,,1,0,11/29/2020 02:49:08 PM,,
12/03/2020,OR,79293,77573,1720,1133,0,973,958,15,20,0,12/04/2020 03:00:59 PM,Agree,Agree
12/09/2020,DC,23854,,,265,0,704,,,3,0,12/10/2020 02:50:16 PM,,
11/04/2020,SC,182800,172499,10301,896,183,4068,,,16,3,11/04/2020 12:00:00 AM,Agree,Not agree
09/19/2020,FSM,0,0,0,0,0,0,0,0,0,0,09/20/2020 01:53:10 PM,Agree,Agree
03/14/2020,SC,22,22,0,2,0,0,,,0,0,03/14/2020 12:00:00 AM,Agree,Not agree
03/13/2021,DC,42432,,,150,0,1040,,,2,0,03/14/2021 01:53:25 PM,,
04/06/2021,LA,446955,,,218,45,10174,9324,850,9,-3,04/07/2021 02:25:43 PM,Not agree,Agree
02/20/2020,FSM,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/03/2020,NJ,162492,,,541,18,11880,11880,0,110,0,06/03/2020 12:00:00 AM,Not agree,Agree
12/21/2020,SC,284499,259587,24912,2488,234,5192,,,51,10,12/21/2020 12:00:00 AM,Agree,Not agree
11/30/2020,WY,33305,29053,4252,816,15,215,215,0,0,0,12/01/2020 03:26:07 PM,Agree,Agree
05/03/2020,DC,5016,,,219,0,251,,,11,0,05/04/2020 10:49:24 PM,,
02/16/2021,FSM,1,1,0,0,0,0,0,0,0,0,02/17/2021 02:51:58 PM,Agree,Agree
01/30/2020,AZ,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/20/2021,DC,49255,,,6,0,1141,,,0,0,06/20/2021 12:00:00 AM,,
12/24/2020,AZ,474328,453011,21317,727,724,8294,7538,756,115,11,12/25/2020 02:25:34 PM,Agree,Agree
05/02/2020,OR,2635,2635,0,56,0,109,109,0,5,0,05/03/2020 03:36:03 PM,Agree,Agree
12/11/2020,FSM,0,0,0,0,0,0,0,0,0,0,12/12/2020 02:59:37 PM,Agree,Agree
04/08/2021,OR,168795,168795,0,667,0,2439,2439,0,5,0,04/09/2021 02:11:49 PM,Agree,Agree
05/19/2020,VA,32908,31247,1661,763,55,1074,1040,34,33,0,05/20/2020 03:28:26 PM,Agree,Agree
11/09/2020,DC,18087,,,86,0,655,,,1,0,11/10/2020 02:45:45 PM,,
01/07/2021,RI,96859,,,1221,0,2030,,,19,0,07/27/2021 02:58:07 PM,Not agree,N/A
06/04/2021,NJ,1017337,888507,128830,288,71,26265,23587,2678,18,0,06/05/2021 01:49:07 PM,Agree,Agree
06/18/2021,WY,61490,51728,9762,65,15,734,734,0,0,0,06/18/2021 12:00:00 AM,Agree,Agree
09/18/2020,WY,4747,4009,738,95,22,49,49,0,0,0,09/19/2020 02:00:26 PM,Agree,Agree
05/28/2021,RI,151734,,,39,0,2716,,,1,0,07/27/2021 02:58:07 PM,Not agree,N/A
09/10/2020,KY,61819,54501,7318,911,168,1320,1273,47,13,0,09/12/2020 12:00:00 AM,Agree,Agree
04/17/2021,KY,440979,334352,106627,312,74,6986,6265,721,4,0,04/19/2021 12:00:00 AM,Agree,Agree
09/29/2020,NJ,209774,,,568,112,16297,14326,1971,190,180,09/29/2020 12:00:00 AM,Not agree,Agree
02/24/2021,RI,124852,,,446,0,2529,,,6,0,07/27/2021 02:58:07 PM,Not agree,N/A
06/09/2021,MN,603144,,,139,31,7570,7062,508,8,2,06/10/2021 02:48:23 PM,N/A,Agree
03/16/2021,KY,423360,323344,100016,899,351,6791,6088,703,6,0,03/18/2021 12:00:00 AM,Agree,Agree
02/19/2021,OR,152190,150470,1720,477,0,2149,2134,15,0,0,02/20/2021 02:45:37 PM,Agree,Agree
04/29/2020,RI,8349,,,352,0,322,,,22,0,07/27/2021 02:58:07 PM,Not agree,N/A
12/20/2020,DC,26601,,,259,0,737,,,7,0,12/21/2020 02:39:53 PM,,
02/02/2020,DC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
03/25/2020,OR,266,,,57,,10,,,2,,03/26/2020 04:22:39 PM,Agree,Agree
06/13/2021,SC,594450,491241,103209,131,34,9786,,,4,3,06/13/2021 12:00:00 AM,Agree,Not agree
03/06/2020,NJ,4,,,2,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/24/2021,LA,426925,,,877,335,9528,8860,668,25,-1,02/25/2021 02:54:32 PM,Not agree,Agree
01/02/2021,VA,363765,303881,59884,5010,1092,5124,4516,608,7,0,01/03/2021 02:53:25 PM,Agree,Agree
07/14/2020,SC,62141,61759,382,2210,20,1126,,,40,1,07/14/2020 12:00:00 AM,Agree,Not agree
03/12/2021,NJ,830681,736065,94616,4049,544,23854,21380,2474,40,0,03/13/2021 03:19:19 PM,Agree,Agree
01/24/2021,OR,138168,136448,1720,568,0,1880,1865,15,3,0,01/25/2021 02:42:40 PM,Agree,Agree
04/04/2020,KY,1306,1278,28,103,1,58,56,2,7,0,04/06/2020 12:00:00 AM,Agree,Agree
03/07/2020,MN,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
02/23/2020,OR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
09/22/2020,SC,143203,138315,4888,910,72,3361,,,19,1,09/22/2020 12:00:00 AM,Agree,Not agree
08/04/2020,NJ,185421,,,391,35,15857,13982,1875,11,0,08/04/2020 12:00:00 AM,Not agree,Agree
09/24/2020,WY,5305,4488,817,136,16,50,50,0,0,0,09/25/2020 01:54:10 PM,Agree,Agree
07/22/2021,MN,609016,,,338,77,7741,7225,516,4,0,07/23/2021 01:48:31 PM,N/A,Agree
10/30/2020,OR,44388,42668,1720,595,0,675,660,15,2,0,10/31/2020 01:30:31 PM,Agree,Agree
12/16/2020,WY,40310,34883,5427,246,75,328,328,0,0,0,12/17/2020 02:33:42 PM,Agree,Agree
06/01/2021,LA,471663,,,246,39,10592,9608,984,16,4,06/02/2021 02:35:40 PM,Not agree,Agree
02/19/2020,KY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/15/2020,KY,2481,2445,36,104,2,141,137,4,8,0,04/17/2020 12:00:00 AM,Agree,Agree
12/31/2020,VA,354767,297054,57713,5183,1575,5081,4478,603,49,8,01/01/2021 02:49:07 PM,Agree,Agree
08/14/2020,NJ,190004,,,615,45,15903,14064,1839,10,0,08/14/2020 12:00:00 AM,Not agree,Agree
05/19/2021,OR,196787,196787,0,397,0,2601,2601,0,7,0,05/20/2021 03:08:06 PM,Agree,Agree
06/11/2020,WY,1009,793,216,29,4,18,18,0,0,0,06/12/2020 02:17:59 PM,Agree,Agree
01/11/2021,RI,100982,,,657,0,2084,,,15,0,07/27/2021 02:58:07 PM,Not agree,N/A
06/24/2020,VA,59946,57384,2562,432,4,1675,1572,103,14,1,06/25/2020 02:07:27 PM,Agree,Agree
06/29/2020,RI,16735,,,16,0,972,,,6,0,07/27/2021 02:58:07 PM,Not agree,N/A
04/03/2021,WY,56447,47786,8661,0,0,700,700,0,0,0,04/04/2021 01:43:43 PM,Agree,Agree
03/27/2020,FSM,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
08/12/2020,LA,134304,,,1179,0,4361,4238,123,48,5,08/13/2020 02:12:28 PM,Not agree,Agree
02/09/2021,LA,414354,,,1365,498,9162,8559,603,20,2,02/10/2021 02:52:16 PM,Not agree,Agree
03/16/2020,FSM,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
08/19/2020,DC,13354,,,29,0,600,,,1,0,08/20/2020 03:11:45 PM,,
10/19/2020,DC,16395,,,25,0,641,,,0,0,10/20/2020 02:59:27 PM,,
02/02/2020,FSM,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/14/2020,DC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
09/18/2020,RI,23395,,,145,0,1106,,,0,0,07/27/2021 02:58:07 PM,Not agree,N/A
09/17/2020,NJ,202701,,,631,62,16057,14266,1791,3,0,09/17/2020 12:00:00 AM,Not agree,Agree
04/02/2020,LA,9150,,,2726,,310,,,37,,04/01/2020 04:22:39 PM,Not agree,Agree
03/24/2020,LA,1388,,,216,,46,,,12,,03/26/2020 04:22:39 PM,Not agree,Agree
08/22/2020,LA,141720,,,0,0,4687,4546,141,0,0,08/23/2020 02:15:28 PM,Not agree,Agree
04/24/2021,KY,444517,336620,107897,350,96,7024,6298,726,5,0,04/26/2021 12:00:00 AM,Agree,Agree
07/19/2020,OR,14579,14579,0,430,0,260,260,0,3,0,07/20/2020 02:35:44 PM,Agree,Agree
09/19/2020,MN,88721,,,914,0,2015,1963,52,13,0,09/20/2020 01:53:10 PM,N/A,Agree
07/31/2020,WY,2726,2254,472,40,3,26,26,0,0,0,08/01/2020 02:38:12 PM,Agree,Agree
07/01/2021,FSM,1,1,0,0,0,0,0,0,0,0,07/02/2021 01:55:07 PM,Agree,Agree
03/05/2021,NJ,806370,715889,90481,3701,397,23521,21124,2397,30,0,03/06/2021 03:08:48 PM,Agree,Agree
09/28/2020,AZ,217621,213081,4540,274,18,5624,5357,267,1,0,09/29/2020 01:50:42 PM,Agree,Agree
03/15/2021,VA,597141,469573,127568,1276,433,10104,8438,1666,44,29,03/16/2021 02:12:32 PM,Agree,Agree
12/24/2020,LA,296499,,,2565,372,7272,6918,354,46,5,12/25/2020 02:25:34 PM,Not agree,Agree
07/12/2021,FSM,5,5,0,0,0,0,0,0,0,0,07/13/2021 02:26:25 PM,Agree,Agree
10/25/2020,RI,31011,,,334,0,1192,,,1,0,07/27/2021 02:58:07 PM,Not agree,N/A
10/21/2020,VA,170104,159060,11044,1332,270,3524,3274,250,9,1,10/22/2020 01:34:46 PM,Agree,Agree
03/11/2021,SC,535531,453875,81656,1220,448,8982,,,15,1,03/11/2021 12:00:00 AM,Agree,Not agree
09/04/2020,RI,22160,,,83,0,1086,,,3,0,07/27/2021 02:58:07 PM,Not agree,N/A
05/06/2020,OR,2916,2916,0,77,-22,115,115,0,2,0,05/07/2020 10:59:02 PM,Agree,Agree
07/18/2021,VA,685788,532874,152914,416,131,11484,9694,1790,1,0,07/19/2021 02:21:19 PM,Agree,Agree
01/17/2021,NJ,627221,565097,62124,5132,458,20439,18348,2091,25,0,01/18/2021 02:39:32 PM,Agree,Agree
09/01/2020,MN,77085,,,1221,0,1882,1830,52,16,3,09/02/2020 01:49:48 PM,N/A,Agree
09/23/2020,SC,144084,139074,5010,881,122,3377,,,16,3,09/23/2020 12:00:00 AM,Agree,Not agree
07/26/2020,VA,86072,82871,3201,1505,27,2082,1978,104,4,1,07/27/2020 02:16:42 PM,Agree,Agree
07/02/2020,RI,16888,,,73,0,979,,,1,0,07/27/2021 02:58:07 PM,Not agree,N/A
04/25/2020,VA,12366,11902,464,0,0,436,432,4,0,0,05/25/2020 03:38:40 PM,Agree,Agree
04/15/2020,MN,1862,,,53,,90,,,3,,04/15/2020 04:22:39 PM,N/A,Agree
04/12/2020,RI,2872,,,280,0,82,,,12,0,07/27/2021 02:58:07 PM,Not agree,N/A
06/20/2020,RI,16324,,,59,0,939,,,3,0,07/27/2021 02:58:07 PM,Not agree,N/A
01/14/2021,AZ,649434,613696,35738,7314,857,10855,9778,1077,182,24,01/15/2021 02:46:04 PM,Agree,Agree
07/24/2020,OR,16104,15273,831,391,18,282,277,5,9,1,07/25/2020 05:40:06 PM,Agree,Agree
03/07/2020,RI,3,,,0,0,0,,,0,0,07/27/2021 02:58:07 PM,Not agree,N/A
05/20/2020,RI,13367,,,211,0,684,,,11,0,07/27/2021 02:58:07 PM,Not agree,N/A
12/10/2020,OR,89838,88118,1720,1551,0,1123,1108,15,13,0,12/11/2020 03:06:51 PM,Agree,Agree
03/08/2020,RI,3,,,0,0,0,,,0,0,07/27/2021 02:58:07 PM,Not agree,N/A
05/28/2021,SC,591277,489162,102115,307,119,9728,,,2,0,05/28/2021 12:00:00 AM,Agree,Not agree
02/09/2021,AZ,787740,735708,52032,4384,932,14286,12702,1584,231,16,02/10/2021 02:52:16 PM,Agree,Agree
09/24/2020,VA,144433,137283,7150,941,106,3136,2930,206,23,0,09/25/2020 01:54:10 PM,Agree,Agree
01/24/2020,MN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
02/24/2021,KY,409180,314055,95125,1353,363,6638,5949,689,18,2,02/26/2021 12:00:00 AM,Agree,Agree
05/06/2020,DC,5461,,,139,0,277,,,13,0,05/07/2020 10:59:02 PM,,
12/08/2020,OR,87082,85362,1720,1294,0,1080,1065,15,35,0,12/09/2020 02:45:40 PM,Agree,Agree
12/20/2020,MN,397319,,,2684,172,4909,4719,190,70,0,12/21/2020 02:39:53 PM,N/A,Agree
12/14/2020,WY,39775,34560,5215,415,23,321,321,0,0,0,12/15/2020 02:39:02 PM,Agree,Agree
03/29/2020,MN,576,,,135,,10,,,5,,03/28/2020 04:22:39 PM,N/A,Agree
10/10/2020,LA,173406,,,0,0,5635,5442,193,0,0,10/11/2020 01:47:22 PM,Not agree,Agree
01/20/2021,DC,34403,,,144,0,863,,,2,0,01/21/2021 02:44:32 PM,,
02/04/2020,FSM,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
10/18/2020,WY,9025,7673,1352,209,15,57,57,0,0,0,10/19/2020 02:06:44 PM,Agree,Agree
01/28/2020,RI,0,,,0,,0,,,0,,01/29/2020 12:00:00 AM,Not agree,N/A
07/05/2020,RI,17007,,,32,0,987,,,2,0,07/27/2021 02:58:07 PM,Not agree,N/A
04/27/2020,LA,27111,,,279,-16,1740,1697,43,11,-16,05/25/2020 03:38:40 PM,Not agree,Agree
06/27/2021,LA,480147,,,313,108,10725,9707,1018,1,0,06/28/2021 03:02:46 PM,Not agree,Agree
12/08/2020,SC,243110,224418,18692,2658,427,4745,,,30,3,12/08/2020 12:00:00 AM,Agree,Not agree
12/23/2020,WY,42664,36700,5964,285,135,373,373,0,0,0,12/24/2020 02:31:20 PM,Agree,Agree
01/23/2020,OR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/22/2020,DC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
05/23/2020,LA,37163,,,115,0,2683,2560,123,15,0,05/24/2020 02:15:55 PM,Not agree,Agree
08/10/2020,AZ,187585,186242,1343,601,13,4154,3922,232,4,0,08/11/2020 02:16:27 PM,Agree,Agree
05/21/2020,OR,3817,3725,92,16,-8,145,145,0,1,0,05/22/2020 03:31:45 PM,Agree,Agree
06/23/2021,NJ,1021822,891840,129982,268,72,26410,23712,2698,18,8,06/24/2021 03:16:23 PM,Agree,Agree
05/28/2020,SC,11331,11331,0,183,0,496,,,11,0,05/28/2020 12:00:00 AM,Agree,Not agree
03/10/2020,MN,4,,,2,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
02/12/2020,KY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
09/21/2020,KY,68777,59916,8861,667,187,1421,1372,49,12,0,09/23/2020 12:00:00 AM,Agree,Agree
09/11/2020,FSM,0,0,0,0,0,0,0,0,0,0,09/12/2020 02:12:43 PM,Agree,Agree
04/29/2021,KY,447420,338417,109003,648,250,7050,6322,728,5,0,05/01/2021 12:00:00 AM,Agree,Agree
02/23/2021,KY,407827,313065,94762,1213,446,6620,5933,687,13,2,02/25/2021 12:00:00 AM,Agree,Agree
06/06/2021,KY,460487,346865,113622,42,21,7216,6469,747,2,0,06/08/2021 12:00:00 AM,Agree,Agree
11/23/2020,VA,223583,200285,23298,2544,402,3979,3660,319,37,6,11/24/2020 03:27:55 PM,Agree,Agree
01/22/2021,NJ,650389,584291,66098,4200,597,20875,18754,2121,115,0,01/23/2021 02:50:13 PM,Agree,Agree
05/26/2021,KY,458481,345570,112911,337,114,7175,6429,746,3,1,05/28/2021 12:00:00 AM,Agree,Agree
03/17/2020,LA,190,,,53,,4,,,1,,03/26/2020 04:22:39 PM,Not agree,Agree
10/12/2020,SC,159571,152649,6922,701,62,3665,,,15,2,10/12/2020 12:00:00 AM,Agree,Not agree
05/22/2020,WY,803,608,195,2,2,12,12,0,0,0,05/23/2020 05:58:16 PM,Agree,Agree
02/15/2021,KY,398887,307390,91497,1166,429,6493,5818,675,21,1,02/17/2021 12:00:00 AM,Agree,Agree
07/01/2021,KY,465131,349828,115303,172,62,7275,6520,755,1,0,07/03/2021 12:00:00 AM,Agree,Agree
02/05/2021,SC,480644,414713,65931,2718,710,8001,,,55,10,02/05/2021 12:00:00 AM,Agree,Not agree
02/03/2021,AZ,767833,718940,48893,2299,319,13576,12059,1517,214,67,02/04/2021 02:53:58 PM,Agree,Agree
03/19/2021,NJ,857739,758470,99269,4390,737,24103,21588,2515,27,0,03/20/2021 02:03:21 PM,Agree,Agree
12/18/2020,FSM,0,0,0,0,0,0,0,0,0,0,12/19/2020 02:42:31 PM,Agree,Agree
04/17/2020,RI,4311,,,381,0,139,,,14,0,07/27/2021 02:58:07 PM,Not agree,N/A
05/17/2021,WY,59222,49951,9271,49,8,712,712,0,0,0,05/18/2021 02:26:44 PM,Agree,Agree
03/01/2020,NJ,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
08/28/2020,AZ,200738,199058,1680,520,45,4978,4709,269,49,13,08/29/2020 01:42:50 PM,Agree,Agree
05/12/2021,RI,150319,,,167,0,2702,,,2,0,07/27/2021 02:58:07 PM,Not agree,N/A
12/08/2020,RI,67519,,,1268,0,1526,,,24,0,07/27/2021 02:58:07 PM,Not agree,N/A
08/24/2020,NJ,192948,,,278,53,15949,14120,1829,3,0,08/24/2020 12:00:00 AM,Not agree,Agree
03/14/2021,RI,131138,,,296,0,2586,,,6,0,07/27/2021 02:58:07 PM,Not agree,N/A
08/27/2020,DC,13794,,,72,0,605,,,0,0,08/28/2020 01:43:49 PM,,
05/21/2021,WY,59660,50319,9341,70,17,713,713,0,0,0,05/22/2021 06:59:37 PM,Agree,Agree
04/24/2021,AZ,858076,795632,62444,729,118,17260,15333,1927,22,1,04/25/2021 01:42:01 PM,Agree,Agree
04/03/2021,NJ,923396,811726,111670,4445,689,24632,22064,2568,17,0,04/04/2021 01:43:43 PM,Agree,Agree
07/19/2020,FSM,0,0,0,0,0,0,0,0,0,0,07/20/2020 02:35:44 PM,Agree,Agree
12/31/2020,OR,113909,112189,1720,1649,0,1477,1462,15,9,0,01/01/2021 02:49:07 PM,Agree,Agree
03/26/2021,FSM,1,1,0,0,0,0,0,0,0,0,03/27/2021 02:01:18 PM,Agree,Agree
10/09/2020,WY,7335,6226,1109,243,48,54,54,0,0,0,10/10/2020 01:30:17 PM,Agree,Agree
07/10/2021,WY,63023,52830,10193,57,10,751,751,0,0,0,07/12/2021 01:16:46 PM,Agree,Agree
04/18/2020,DC,2666,,,190,,91,,,5,,04/18/2020 04:22:39 PM,,
07/25/2020,OR,16492,16492,0,388,-831,286,286,0,4,-5,07/26/2020 03:17:16 PM,Agree,Agree
10/20/2020,LA,179769,,,699,0,5772,5572,200,6,0,10/21/2020 01:34:31 PM,Not agree,Agree
04/04/2021,AZ,844927,784947,59980,464,98,16990,15063,1927,-1,0,04/05/2021 01:43:02 PM,Agree,Agree
08/26/2020,SC,118251,115677,2574,654,71,2751,,,36,4,08/26/2020 12:00:00 AM,Agree,Not agree
05/06/2021,NJ,1005938,878892,127046,1413,335,25740,23100,2640,33,0,05/07/2021 01:36:40 PM,Agree,Agree
08/22/2020,MN,69584,,,1451,0,1813,1767,46,14,0,08/23/2020 02:15:28 PM,N/A,Agree
06/01/2021,DC,49000,,,27,0,1134,,,2,0,06/02/2021 02:35:40 PM,,
06/05/2020,MN,27501,,,1228,0,1181,1170,11,55,0,06/06/2020 02:31:37 PM,N/A,Agree
02/14/2021,RI,121596,,,320,0,2485,,,10,0,07/27/2021 02:58:07 PM,Not agree,N/A
04/24/2020,FSM,0,0,0,0,0,0,0,0,0,0,05/25/2020 03:38:40 PM,Agree,Agree
05/18/2021,SC,587844,487089,100755,314,127,9682,,,3,0,05/18/2021 12:00:00 AM,Agree,Not agree
06/09/2020,FSM,0,0,0,0,0,0,0,0,0,0,06/10/2020 08:56:25 PM,Agree,Agree
11/15/2020,RI,43560,,,765,0,1285,,,10,0,07/27/2021 02:58:07 PM,Not agree,N/A
04/24/2020,DC,3528,,,167,0,153,,,14,0,05/25/2020 03:38:40 PM,,
09/10/2020,LA,156354,,,464,0,5161,4991,170,21,0,09/11/2020 01:51:03 PM,Not agree,Agree
07/14/2020,OR,12805,12805,0,367,-643,244,244,0,7,-4,07/15/2020 03:05:12 PM,Agree,Agree
03/03/2021,OR,156287,154567,1720,250,0,2252,2237,15,27,0,03/04/2021 03:08:33 PM,Agree,Agree
05/24/2021,WY,59797,50428,9369,47,10,713,713,0,0,0,05/25/2021 02:17:06 PM,Agree,Agree
07/13/2020,SC,59931,59569,362,1509,9,1086,,,28,1,07/13/2020 12:00:00 AM,Agree,Not agree
01/27/2021,DC,35865,,,165,0,895,,,7,0,01/28/2021 02:49:07 PM,,
07/29/2020,WY,2628,2172,456,39,3,26,26,0,0,0,07/30/2020 02:42:43 PM,Agree,Agree
03/01/2020,FSM,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/03/2021,MN,463766,,,634,130,6302,5980,322,24,5,02/04/2021 02:53:58 PM,N/A,Agree
11/14/2020,OR,56018,54298,1720,1081,0,759,744,15,6,0,11/15/2020 03:12:13 PM,Agree,Agree
10/28/2020,RI,32059,,,474,0,1202,,,5,0,07/27/2021 02:58:07 PM,Not agree,N/A
04/04/2020,VA,2407,,,395,,52,,,6,,04/03/2020 04:22:39 PM,Agree,Agree
05/25/2020,KY,9458,9271,187,173,10,471,453,18,6,0,05/27/2020 12:00:00 AM,Agree,Agree
04/08/2020,SC,2652,2652,0,139,0,82,,,12,0,04/08/2020 12:00:00 AM,Agree,Not agree
05/17/2020,MN,16372,,,704,0,739,731,8,9,0,05/18/2020 04:01:54 PM,N/A,Agree
06/18/2021,MN,604292,,,108,16,7625,7115,510,5,0,06/18/2021 01:48:26 PM,N/A,Agree
02/01/2020,SC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
08/04/2020,VA,95049,91473,3576,798,53,2274,2164,110,30,0,08/05/2020 02:13:18 PM,Agree,Agree
11/29/2020,KY,187014,154031,32983,2253,441,3076,2829,247,44,6,12/01/2020 12:00:00 AM,Agree,Agree
09/11/2020,WY,4264,3605,659,64,18,42,42,0,0,0,09/12/2020 02:12:43 PM,Agree,Agree
08/19/2020,MN,67308,,,1247,0,1792,1745,47,25,1,08/20/2020 03:11:45 PM,N/A,Agree
12/08/2020,WY,37475,32555,4920,490,131,280,280,0,0,0,12/09/2020 02:45:40 PM,Agree,Agree
03/20/2020,AZ,63,,,19,,1,,,1,,03/26/2020 04:22:39 PM,Agree,Agree
11/03/2020,WY,14619,12399,2220,452,112,93,93,0,6,0,11/04/2020 03:03:00 PM,Agree,Agree
06/28/2021,DC,49333,,,10,0,1141,,,0,0,06/29/2021 02:25:53 PM,,
05/10/2020,MN,11271,,,0,0,578,578,0,0,0,05/11/2020 09:26:08 PM,N/A,Agree
02/09/2021,KY,391513,302667,88846,2132,891,6352,5695,657,23,1,02/11/2021 12:00:00 AM,Agree,Agree
05/06/2020,LA,30399,,,330,-73,2094,2021,73,-21,0,05/07/2020 10:59:02 PM,Not agree,Agree
06/29/2020,OR,8485,8121,364,144,27,204,201,3,2,0,06/30/2020 03:27:33 PM,Agree,Agree
06/12/2021,MN,603614,,,148,21,7596,7086,510,7,0,06/13/2021 01:40:53 PM,N/A,Agree
02/14/2021,MN,473567,,,776,137,6444,6111,333,7,0,02/15/2021 02:46:24 PM,N/A,Agree
07/16/2021,FSM,6,6,0,0,0,0,0,0,0,0,07/17/2021 01:43:02 PM,Agree,Agree
07/08/2021,RI,152674,,,28,0,2736,,,0,0,07/27/2021 02:58:07 PM,Not agree,N/A
04/01/2021,NJ,914422,804037,110385,5606,960,24591,22023,2568,30,0,04/02/2021 01:56:15 PM,Agree,Agree
05/06/2020,AZ,9707,9707,0,402,0,426,426,0,31,0,05/07/2020 10:59:02 PM,Agree,Agree
09/09/2020,WY,4151,3520,631,48,11,42,42,0,0,0,09/10/2020 02:02:53 PM,Agree,Agree
10/28/2020,NJ,243852,,,2091,425,16324,14531,1793,18,4,10/28/2020 12:00:00 AM,Not agree,Agree
03/02/2021,WY,54527,46190,8337,56,13,682,682,0,11,0,03/03/2021 03:20:17 PM,Agree,Agree
09/02/2020,VA,123668,118190,5478,1126,77,2652,2519,133,11,0,09/03/2020 02:18:16 PM,Agree,Agree
05/29/2020,KY,10236,10007,229,163,14,501,482,19,9,1,05/31/2020 12:00:00 AM,Agree,Agree
04/01/2020,OR,736,,,46,,18,,,0,,03/31/2020 04:22:39 PM,Agree,Agree
03/29/2020,LA,3540,,,225,,151,,,14,,03/28/2020 04:22:39 PM,Not agree,Agree
03/11/2020,KY,9,8,1,2,0,0,0,0,0,0,03/13/2020 12:00:00 AM,Agree,Agree
07/21/2020,AZ,148725,148725,0,3501,0,2918,2918,0,134,0,07/22/2020 02:51:28 PM,Agree,Agree
03/20/2020,NJ,890,,,148,,11,,,2,,03/26/2020 04:22:39 PM,Agree,Agree
11/30/2020,KY,190482,156585,33897,3468,914,3131,2879,252,55,5,12/02/2020 12:00:00 AM,Agree,Agree
12/18/2020,AZ,442984,424912,18072,7638,526,7819,7142,677,142,40,12/19/2020 02:42:31 PM,Agree,Agree
10/30/2020,SC,177428,167876,9552,873,140,3989,,,14,0,10/30/2020 12:00:00 AM,Agree,Not agree
