Date,State,Cases_Total,Cases_White,Cases_Black,Cases_LatinX,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_LatinX,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown,Hosp_Total,Hosp_White,Hosp_Black,Hosp_LatinX,Hosp_Asian,Hosp_AIAN,Hosp_NHPI,Hosp_Multiracial,Hosp_Other,Hosp_Unknown,Hosp_Ethnicity_Hispanic,Hosp_Ethnicity_NonHispanic,Hosp_Ethnicity_Unknown,Tests_Total,Tests_White,Tests_Black,Tests_LatinX,Tests_Asian,Tests_AIAN,Tests_NHPI,Tests_Multiracial,Tests_Other,Tests_Unknown,Tests_Ethnicity_Hispanic,Tests_Ethnicity_NonHispanic,Tests_Ethnicity_Unknown
20210106,IL,999288,351820,88916,181763,20345,1170,910,,33799,320565,181763,496960,320565,18735,9681,3126,2729,602,21,16,,102,2458,2729,13548,2458,,,,,,,,,,,,,,13698428,4322745,986825,944260,479981,10596,13098,,402385,6538538,944260,6215630,6538538
20210106,IN,539229,355431,35687,,6922,,,,60232,80957,32558,271152,235519,8743,6009,699,,42,,,,1121,872,196,4399,4148,,,,,,,,,,,,,,2694585,1835699,201980,,48747,,,,317421,290738,103048,1279442,1312095
20210106,KS,236818,163279,11524,,4227,1583,,,13976,42229,32988,140566,63264,3027,2327,157,,37,24,,,217,265,220,2399,408,7113,5313,599,,142,56,,,592,411,1114,5325,674,1037519,637646,47064,,18600,6292,,,60933,266984,76562,552500,408457
20210106,KY,286541,177925,19654,,2685,558,177,10827,,74715,9897,195796,80848,2806,2244,240,,17,2,1,67,,235,51,2416,339,,,,,,,,,,,,,,,,,,,,,,,,,,
20210106,LA,333524,155219,104467,,14337,1000,353,,25973,32175,,,333524,7681,4449,3108,,51,9,10,,31,23,186,6949,546,,,,,,,,,,,,,,,,,,,,,,,,,,
20210106,MA,404053,142502,25505,89354,10088,330,110,,29987,106177,89354,208522,106177,12836,9616,911,950,319,11,5,,959,65,950,11821,65,16603,8548,1701,2531,580,11,7,,1522,1703,2531,12369,1703,,,,,,,,,,,,,
20210106,MD,292904,96496,84111,50017,6129,,,,13534,42617,50017,200270,42617,6132,2972,2224,598,200,,,,63,75,598,5459,75,,,,,,,,,,,,,,,,,,,,,,,,,,
20210106,ME,27090,20858,1700,,314,81,14,236,614,3273,493,19259,7338,372,271,7,,0,0,0,0,4,90,3,239,130,1124,908,53,,17,3,0,1,17,125,17,923,184,,,,,,,,,,,,,
20210106,MI,551498,308346,62022,,8018,2909,,21834,30411,117958,28387,348891,174220,13667,8866,3260,,143,64,,211,362,761,370,10817,2480,,,,,,,,,,,,,,,,,,,,,,,,,,
20210106,MN,427587,280569,34514,38475,18270,4054,465,6081,5976,39183,38475,349929,39183,5528,4568,282,168,199,77,6,71,24,133,168,5227,133,22437,13754,2640,1905,1253,381,25,465,215,1799,1905,18733,1799,,,,,,,,,,,,,
20210106,MO,408443,199729,35780,,3431,735,30,82,58040,110616,14418,205691,188334,5858,3367,715,,41,9,1,1,1292,432,116,4378,1364,,,,,,,,,,,,,,,,,,,,,,,,,,
20210106,MP,125,,,,,,,,,125,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210106,MS,228235,105680,76680,5047,968,1755,,,8514,29591,5047,150630,72558,5013,2592,2063,51,15,94,,,69,129,51,4116,846,,,,,,,,,,,,,,,,,,,,,,,,,,
20210106,MT,84060,50465,366,,256,7240,,,5798,19935,1856,49069,33135,1015,548,,,,181,,,62,224,,,,3462,2389,21,,,482,,,,570,,,,,,,,,,,,,,,,
20210106,NC,582348,296107,97732,,8728,7654,,,63915,108212,89876,284225,208247,7076,4366,1771,,82,81,,,440,336,495,5610,971,,,,,,,,,,,,,,,,,,,,,,,,,,
20210106,ND,93832,50569,2701,,1258,3993,,1158,21,34132,,,93832,1341,,,,,,,,,1341,,,1341,,,,,,,,,,,,,,,,,,,,,,,,,,
20210106,NE,172469,90780,4628,,2523,1112,205,,3475,69746,21362,71593,79514,1703,1144,57,,23,23,1,,22,433,144,891,668,5386,3824,285,,127,87,12,,156,895,983,3059,1344,,,,,,,,,,,,,
20210106,NH,48838,23356,741,3258,647,50,0,230,1303,19253,3258,26327,19253,816,643,12,20,6,0,0,0,3,132,20,664,132,919,682,38,88,34,0,0,0,15,62,88,769,62,,,,,,,,,,,,,
20210106,NJ,504647,146331,44235,101119,17191,,,,62691,133080,101119,270448,133080,19523,10269,3183,3690,994,,,,501,886,3690,14947,886,49324,19031,8932,12611,2236,,,,2856,3658,12611,33055,3658,,,,,,,,,,,,,
20210106,NM,149984,22917,1814,63953,1229,25092,,,,34979,63953,51052,34979,2641,770,36,945,19,770,,,,101,945,1595,101,10278,1733,106,3528,88,3132,18,,185,1488,3528,5262,1488,,,,,,,,,,,,,
20210106,NV,237393,85224,17567,86173,18279,1186,,,28724,240,86173,150980,240,3295,1762,313,803,375,32,,,6,4,803,2488,4,,,,,,,,,,,,,,3149234,1497537,298878,519104,213933,28315,,,591464,3,519104,2630127,3
20210106,NY,1057676,,,,,,,,,1057676,,,1057676,39168,12730,8320,8608,2319,,,,2362,4829,8608,25731,4829,89995,15715,18209,21628,5450,,,,,28993,21628,39374,28993,,,,,,,,,,,,,
20210106,OH,742817,423353,78994,,10463,844,557,18189,41882,168535,23540,448677,270600,9368,7278,1171,,65,8,4,182,96,564,174,8145,1049,40104,26944,7616,,527,56,52,1426,1106,2377,1446,32784,5874,,,,,,,,,,,,,
20210106,OK,311573,176290,17130,,5835,30377,,,10535,71406,32457,180744,98372,2633,1896,158,,39,233,,,77,230,141,2032,460,,,,,,,,,,,,,,,,,,,,,,,,,,
20210106,OR,120223,56216,2938,,3897,2236,1114,1918,29392,22512,33419,57703,29101,1558,1033,38,,48,29,14,33,132,231,157,996,405,6793,4036,218,,251,185,116,117,1265,605,1443,4146,1204,,,,,,,,,,,,,
20210106,PA,683389,325158,62330,,11384,,,,6078,278439,43376,164414,475599,16914,12896,2243,,266,,,,573,936,708,15270,936,,,,,,,,,,,,,,,,,,,,,,,,,,
20210106,PR,79612,,,,,,,,,79612,,,,1570,,,,,,,,,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210106,RI,95463,38145,5819,24390,1554,184,0,741,1334,23296,24390,47777,23296,1890,1319,88,164,26,1,0,1,1,290,164,1436,290,6905,2816,484,1539,110,11,0,24,99,1822,1539,3544,1822,658097,167950,15042,44117,6212,4532,470,274,17023,402477,44117,211503,402477
20210106,SC,333235,149411,71030,,3117,,,,32006,77671,20266,191708,121261,5582,2953,1660,,40,,,,184,745,153,4092,1337,15015,7369,5729,,130,,,,791,996,770,11901,2344,,,,,,,,,,,,,
20210106,SD,101684,69681,2089,3355,1233,12207,,,2206,10913,3355,87416,10913,1519,1167,7,17,15,192,,,13,108,17,1394,108,5805,3915,112,142,67,1128,,,78,363,142,5300,363,,,,,,,,,,,,,
20210106,TN,625237,370618,79331,,5039,784,420,,52857,116188,41229,380432,203576,7381,5433,1327,,37,8,4,,252,320,228,6500,653,,,,,,,,,,,,,,,,,,,,,,,,,,
20210106,TX,1867163,20892,11024,26363,907,,,,342,1807635,26363,33165,1807635,28545,10395,2753,13956,504,,,,144,793,13956,13796,793,,,,,,,,,,,,,,,,,,,,,,,,,,
20210106,UT,292720,179903,3958,65044,5591,4040,7488,,22155,29577,65044,198099,29577,1330,868,15,223,41,54,44,,93,76,223,1031,76,11463,6922,194,2732,263,373,671,,941,280,2732,8451,280,1835078,1155452,21906,223018,30859,19902,25543,,108488,249910,223018,1277365,249910
20210106,VA,377300,147195,63039,59700,12153,483,,4245,10626,79859,59700,237741,79859,5226,3094,1238,404,191,9,,59,59,172,404,4650,172,18636,7533,5167,3943,830,17,,165,388,593,3943,14100,593,,,,,,,,,,,,,
20210106,VI,2083,,,,,,,,,2083,,,2083,24,,,,,,,,,24,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20210106,VT,8158,6400,406,,439,10,,,147,756,167,6700,1291,152,134,1,,2,1,,,2,12,0,131,21,,,,,,,,,,,,,,,,,,,,,,,,,,
20210106,WA,260752,68250,8104,50712,8976,2094,2826,4208,2431,113151,50712,96889,113151,3605,2538,117,450,256,78,57,43,57,9,450,3146,9,15415,4811,533,2292,676,185,308,172,192,6246,2292,6877,6246,,,,,,,,,,,,,
20210106,WI,535999,407331,35370,,12398,6640,,,29668,44592,55848,391904,88247,5435,4595,378,,103,73,,,89,197,320,4741,374,21971,15178,2622,2142,464,328,,,264,973,2142,18856,973,,,,,,,,,,,,,
20210106,WV,94678,54973,878,,,,,5,2516,36306,,,,1481,995,9,,,,,,24,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210106,WY,45890,23209,353,3551,223,1935,118,,1260,18171,3551,27098,18171,464,382,2,33,4,41,1,,4,29,33,402,29,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,AK,48098,14842,1275,,1887,9623,1322,3762,6083,9304,2686,24164,21248,215,80,9,,20,76,13,7,3,7,7,179,29,1033,328,38,,97,262,112,68,46,82,50,749,234,,,,,,,,,,,,,
20210103,AL,371934,117462,61849,,1499,,,,31719,159405,10523,125167,236244,4873,2451,1374,,15,,,,131,902,94,3395,1384,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,AR,233475,147790,38290,,2101,670,3035,1401,11674,28514,27083,206392,0,3749,2759,560,,25,7,51,13,134,200,139,3610,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,AZ,556384,184822,16300,161012,6791,25541,,,24886,137032,161012,258340,137032,9061,4187,257,2603,91,859,,,204,860,2603,5598,860,39728,17299,1717,13387,613,3270,,,1467,1975,13387,24366,1975,,,,,,,,,,,,,
20210103,CA,2391261,319136,64518,887580,100569,5090,8913,20372,191572,793511,887580,710170,793511,26538,7679,1697,11575,2818,81,129,252,210,2097,11575,12866,2097,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,CO,341250,131040,9657,98280,4641,1911,990,4743,2423,87565,98280,155405,87565,4934,3083,173,1018,107,30,9,114,32,368,1018,3548,368,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,CT,190120,57466,14175,31485,2009,304,,7094,8516,69071,31485,89564,69071,6099,4429,796,586,71,3,,89,32,93,586,5420,93,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,DC,29764,7362,14178,,587,59,67,,7215,296,6542,20811,2411,794,82,584,104,11,,,,0,13,104,677,13,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,DE,59484,27269,13954,10432,1146,,,,3536,3147,10432,45905,3147,930,624,222,63,6,,,,14,1,63,866,1,,,,,,,,,,,,,,516770,253437,94125,42304,12373,,,,48259,66272,42304,408194,66272
20210103,FL,1365436,438830,167724,420095,,,,,92597,246190,420095,619282,326059,22310,11531,3639,5315,,,,,940,885,5315,15153,1842,64216,28520,13093,16850,,,,,3341,2412,16850,43255,4111,,,,,,,,,,,,,
20210103,GA,587076,223359,154144,65797,11593,372,554,,17942,113315,65797,350236,171043,10964,5319,3710,588,174,10,6,,37,1120,588,9227,1149,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,GU,7327,351,,,2227,,3755,,396,598,,,,123,,,,,,,,,123,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,HI,21956,2316,347,,4632,,6214,,647,7800,,,,289,25,5,,156,,84,,5,14,,,14,1775,106,11,,432,,535,,25,666,,,666,,,,,,,,,,,,,
20210103,IA,284380,173472,8531,,2844,888,824,,2379,95442,17063,164940,102377,3946,3643,94,,53,12,15,,43,86,106,3840,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,ID,142507,77979,827,,957,1765,307,,11065,49607,14739,56846,70922,1448,1347,8,,12,27,,,23,31,144,1276,28,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,IL,979821,349595,88536,181020,20230,1163,907,,33627,304743,181020,494058,304743,18322,9644,3112,2708,598,21,16,,102,2121,2708,13493,2121,,,,,,,,,,,,,,13482117,4304958,983114,940251,478208,10547,13054,,400581,6351404,940251,6190462,6351404
20210103,IN,526071,344250,34710,,6758,,,,58910,81443,32104,263062,230905,8475,5810,685,,42,,,,1088,850,190,4261,4024,,,,,,,,,,,,,,2667473,1799538,197910,,47911,,,,306754,315360,102161,1263167,1302145
20210103,KS,227745,156465,11240,,4056,1510,,,13452,41022,32180,134989,60576,2879,2218,152,,35,24,,,203,247,210,2288,381,6903,5143,589,,140,54,,,578,399,1098,5156,649,1012506,619103,45815,,18068,6068,,,59574,263878,74643,539593,398270
20210103,KY,276826,171641,19183,,2614,546,176,10523,,72143,9898,188818,78110,2723,2176,237,,17,2,1,67,,223,51,2343,329,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,LA,321058,142211,98126,,13874,916,332,,24333,41266,,,321058,7537,4223,3032,,50,7,8,,27,190,186,6949,402,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,MA,387662,127565,23858,82601,9105,,,,27605,116928,82601,188133,116928,12610,9255,892,901,309,,,,919,334,901,11375,334,16098,8222,1678,2466,566,,,,1489,1677,2466,11955,1677,,,,,,,,,,,,,
20210103,MD,285319,93353,82325,49088,5954,,,,13153,41446,49088,194785,41446,5994,2899,2195,588,195,,,,63,54,588,5352,54,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,ME,25592,19652,1678,,292,78,13,234,584,3061,478,18351,6763,359,271,7,,0,0,0,0,4,77,3,239,117,1099,908,53,,17,3,0,1,17,100,17,923,159,,,,,,,,,,,,,
20210103,MI,538121,299670,60773,,7791,2817,,21291,29787,115992,27689,339637,170795,13306,8560,3226,,132,63,,218,349,758,356,10534,2416,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,MN,420544,275526,34104,37881,17871,3981,457,5948,5874,38902,37881,343761,38902,5430,4486,277,169,197,74,5,68,23,131,169,5130,131,22095,13754,2640,1905,1253,381,25,465,215,1457,1905,18733,1457,,,,,,,,,,,,,
20210103,MO,401761,194934,35355,,3335,723,30,80,57492,109812,14262,201121,186378,5562,3154,704,,38,10,1,1,1240,414,113,4160,1289,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,MP,122,,,,,,,,,122,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,MS,222061,98689,73021,4827,889,1729,,,8235,34671,4827,141203,76031,4871,2454,1984,51,15,94,,,64,209,51,3930,890,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,MT,82381,49540,364,,253,7150,,,5671,19403,1829,48265,32287,972,548,,,,181,,,62,181,,,,3462,2389,21,,,482,,,,570,,,,,,,,,,,,,,,,
20210103,NC,564924,287002,95171,,8438,7424,,,62297,104592,88062,275038,201824,6910,4257,1730,,82,81,,,434,326,484,5477,949,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,ND,93041,50089,2691,,1256,3933,,1143,21,33908,,,93041,1317,,,,,,,,,1317,,,1317,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,NE,169000,90780,4628,,2523,1112,205,,3475,66277,21362,71593,76045,1672,1144,57,,23,23,1,,22,402,144,891,637,5290,3824,285,,127,87,12,,156,799,983,3059,1248,,,,,,,,,,,,,
20210103,NH,46450,22255,721,3029,628,48,0,215,1205,18349,3029,25072,18349,780,624,10,19,6,0,0,0,3,118,19,643,118,913,679,37,86,34,1,0,5,9,62,86,765,62,,,,,,,,,,,,,
20210103,NJ,492042,141244,43246,98851,16683,,,,60906,131112,98851,262079,131112,19208,10269,3183,3690,994,,,,501,571,3690,14947,571,48743,18695,8857,12515,2204,,,,2810,3662,12515,32566,3662,,,,,,,,,,,,,
20210103,NM,146394,22222,1786,62451,1215,24535,,,,34185,62451,49758,34185,2551,697,33,851,18,727,,,,225,851,1475,225,9906,1553,105,3187,80,2922,16,,185,1858,3187,4861,1858,,,,,,,,,,,,,
20210103,NV,231618,62373,12859,62923,13304,901,,,20986,58272,62923,110423,58272,3183,1542,276,709,332,30,,,5,289,709,2185,289,,,,,,,,,,,,,,1178880,314256,62544,107975,44885,5676,,,124063,519481,107975,551424,519481
20210103,NY,1017153,,,,,,,,,1017153,,,1017153,38680,12566,8289,8578,2303,,,,2341,4603,8578,25499,4603,89995,15569,18115,21491,5390,,,,,29430,21491,39074,29430,,,,,,,,,,,,,
20210103,OH,721481,409049,77216,,10222,812,541,17724,40740,165177,22934,433709,264838,9076,7070,1145,,63,8,4,166,90,530,168,7922,986,38798,26002,7397,,520,56,50,1400,1079,2294,1420,31690,5688,,,,,,,,,,,,,
20210103,OK,304072,172186,16832,,5731,29422,,,10340,69561,32457,180744,90871,2547,1834,155,,39,228,,,76,215,141,2032,374,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,OR,117745,53041,2818,,3749,2160,1080,1844,28250,24803,32221,54722,30802,1500,980,36,,44,25,14,32,128,241,154,940,406,6498,3848,214,,250,180,114,115,1216,561,1397,3975,1126,,,,,,,,,,,,,
20210103,PA,661871,313747,61093,,11126,,,,5883,270022,42194,159192,460485,16295,12896,2243,,266,,,,573,317,708,15270,317,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,PR,78169,,,,,,,,,78169,,,,1545,,,,,,,,,1545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,RI,87949,34469,5555,23188,1397,182,0,661,1230,21267,23188,43494,21267,1777,1234,88,158,23,1,0,1,0,272,158,1347,272,6506,2618,473,1473,104,11,0,23,91,1713,1473,3320,1713,633613,158459,14709,42914,5917,4516,470,228,16588,389812,42914,200887,389812
20210103,SC,321669,144147,68928,,3012,,,,31210,74372,19821,185553,116295,5469,2885,1635,,40,,,,178,731,150,4008,1311,14727,7196,5644,,127,,,,772,988,764,11668,2295,,,,,,,,,,,,,
20210103,SD,100532,68805,2089,3333,1224,12099,,,2192,10790,3333,86409,10790,1513,1162,7,17,15,192,,,13,107,17,1389,107,5732,3866,110,141,66,1113,,,79,357,141,5234,357,,,,,,,,,,,,,
20210103,TN,608297,358470,77223,,4879,761,411,,51862,114691,40504,366448,201345,7025,5186,1283,,37,8,4,,238,269,222,6199,604,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,TX,1793341,20892,11024,26363,907,,,,342,1733813,26363,33165,1733813,27917,10395,2753,13956,504,,,,144,165,13956,13796,165,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,UT,283473,173161,3867,63734,5443,3942,7343,,21703,28811,63734,190928,28811,1301,846,14,219,40,54,44,,90,76,219,1006,76,11159,6702,188,2683,258,366,660,,925,270,2683,8206,270,1814460,1140202,21664,220753,30448,18895,25316,,107570,249612,220753,1260960,249612
20210103,VA,363765,140846,60962,58689,11715,462,,4076,10223,76792,58689,228284,76792,5124,3029,1210,403,191,9,,57,58,167,403,4554,167,18310,7337,5097,3921,815,16,,162,383,579,3921,13810,579,,,,,,,,,,,,,
20210103,VI,2042,,,,,,,,,2042,,,2042,23,,,,,,,,,23,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,VT,7793,6100,396,,413,10,,,137,737,157,6400,1236,140,124,1,,2,1,,,2,10,0,125,15,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,WA,255396,66421,7977,49747,8699,2060,2774,4101,2392,111225,49747,94424,111225,3461,2430,108,442,244,74,57,43,54,9,442,3010,9,15111,4704,527,2270,662,182,302,168,190,6106,2270,6735,6106,,,,,,,,,,,,,
20210103,WI,526245,399241,34961,,12082,6539,,,29268,44154,55095,384035,87115,5261,4434,376,,98,72,,,91,190,318,4572,371,21529,14837,2594,2113,449,320,,,265,951,2113,18465,951,,,,,,,,,,,,,
20210103,WV,91058,53150,837,,,,,2,2469,34600,,,,1376,930,9,,,,,,23,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210103,WY,44875,22612,347,3477,219,1909,116,,1239,17810,3477,26442,17810,438,359,1,31,4,40,1,,4,29,31,378,29,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,AK,46483,14623,1245,,1864,9093,1307,3629,5971,8751,2647,23815,20021,203,74,8,,20,73,12,5,3,8,6,169,28,1017,320,37,,96,260,111,64,45,84,49,736,232,,,,,,,,,,,,,
20201230,AL,356820,111969,59617,,1378,,,,30929,152927,10367,121589,224864,4774,2404,1352,,15,,,,128,875,94,3339,1341,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,AR,222430,140576,37146,,2002,638,3114,1335,11122,26497,26247,196183,0,3637,2550,540,,22,7,51,13,129,325,135,3502,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,AZ,512489,162683,14804,147562,6281,24398,,,22443,134318,147562,230609,134318,8718,3960,243,2503,87,839,,,196,890,2503,5325,890,36784,15808,1609,12406,574,3123,,,1318,1946,12406,22432,1946,,,,,,,,,,,,,
20201230,CA,2218142,319136,64518,887580,100569,5090,8913,20372,191572,620392,887580,710170,620392,24958,7679,1697,11575,2818,81,129,252,210,517,11575,12866,517,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,CO,330859,126554,9330,95850,4434,1853,959,4566,2349,84964,95850,150045,84964,4750,2974,171,982,103,26,9,113,31,341,982,3427,341,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,CT,185708,56310,13988,30915,1976,296,,6635,8174,67414,30915,87379,67414,5995,4356,786,577,69,3,,84,31,89,577,5329,89,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,DC,28758,7104,13728,,549,59,67,,7055,196,6390,20112,2256,780,81,573,103,11,,,,0,12,103,665,12,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,DE,56596,25753,13326,10038,1078,,,,3379,3022,10038,43536,3022,921,618,221,62,6,,,,13,1,62,858,1,,,,,,,,,,,,,,507478,249213,92489,41376,12080,,,,47635,64685,41376,401417,64685
20201230,FL,1306123,416635,161719,403284,,,,,88028,236457,403284,592519,310320,21857,11256,3590,5212,,,,,927,872,5212,14835,1810,63375,28064,12967,16660,,,,,3314,2370,16660,42676,4039,,,,,,,,,,,,,
20201230,GA,558177,212945,148136,63822,10997,351,526,,16177,105223,63822,335038,159317,10846,5264,3688,582,174,10,6,,36,1086,582,9151,1113,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,GU,7308,348,,,2219,,3726,,391,624,,,,121,,,,,,,,,121,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,HI,21209,2316,347,,4632,,6214,,647,7053,,,,285,25,5,,156,,84,,5,10,,,10,1768,106,11,,432,,535,,25,659,,,659,,,,,,,,,,,,,
20201230,IA,239570,145093,7136,,4757,888,824,,2379,78493,14271,137958,83250,3822,3523,93,,52,11,15,,41,87,115,3707,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,ID,139864,76069,817,,944,1752,300,,10893,49089,14534,55441,69889,1403,1319,8,,12,27,,,23,14,142,1250,11,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,IL,955380,337553,86757,176980,19632,1139,890,,32777,299652,176980,478748,299652,17811,9375,3062,2655,585,20,16,,101,1997,2655,13159,1997,,,,,,,,,,,,,,13178017,4218234,964459,924335,472022,10369,12839,,393320,6182439,924335,6071243,6182439
20201230,IN,505017,329152,33445,,6505,,,,56574,79341,31233,251208,222576,8160,5580,666,,39,,,,1048,827,186,4085,3889,,,,,,,,,,,,,,2622879,1774725,195671,,47302,,,,303963,301218,100634,1239175,1283070
20201230,KS,222433,152504,11033,,3931,1471,,,13173,40321,31664,131898,58871,2741,2110,149,,34,21,,,193,234,205,2177,359,6760,5032,583,,135,54,,,565,391,1086,5041,633,1001232,610263,45177,,17765,5987,,,58979,263061,73162,534384,393686
20201230,KY,265262,165180,18620,,2524,531,173,10117,,68117,9898,181303,74061,2623,2091,234,,17,2,1,64,,214,51,2258,314,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,LA,311229,142211,98126,,13874,916,332,,24333,31437,,,311229,7448,4223,3032,,50,7,8,,27,101,186,6949,313,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,MA,367918,114265,22277,76481,8298,,,,25012,121585,76481,169852,121585,12338,8921,869,861,296,,,,874,517,861,10960,517,15905,7928,1643,2406,545,,,,1433,1950,2406,11549,1950,,,,,,,,,,,,,
20201230,MD,273689,88461,79556,47657,5701,,,,12596,39718,47657,186314,39718,5848,2807,2154,570,193,,,,58,66,570,5212,66,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,ME,23499,18089,1611,,279,72,12,200,533,2703,446,17178,5875,334,271,7,,0,0,0,0,4,52,3,239,92,1039,908,53,,17,3,0,1,17,40,17,923,99,,,,,,,,,,,,,
20201230,MI,528621,294598,59619,,7681,2760,,21107,29293,113563,27287,333841,167493,13018,8354,3201,,131,62,,212,337,721,351,10327,2340,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,MN,413107,270421,33649,37282,17488,3904,445,5788,5758,38372,37282,337453,38372,5262,4338,274,164,190,71,5,68,22,130,164,4968,130,21748,13190,2576,1867,1208,366,24,450,205,1862,1867,18019,1862,,,,,,,,,,,,,
20201230,MO,388856,187040,34647,,3266,700,30,78,56112,106983,13998,193922,180936,5491,3074,701,,38,9,1,1,1247,420,111,4082,1298,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,MP,122,,,,,,,,,122,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,MS,213055,97054,72243,4770,871,1709,,,8192,28216,4770,138901,69384,4747,2416,1957,50,15,93,,,64,152,50,3882,815,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,MT,81300,48801,363,,253,7110,,,5603,19170,1809,47649,14434,950,548,,,,181,,,62,159,,,,3462,2389,21,,,482,,,,570,,,,,,,,,,,,,,,,
20201230,NC,532830,271212,91016,,7989,7017,,,58400,97196,84942,260797,187091,6729,4140,1692,,80,79,,,423,315,472,5350,907,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,ND,92202,49538,2678,,1255,3896,,1128,21,33686,,,92202,1289,,,,,,,,,1289,,,1289,,,,,,,,,,,,,,,,,,,,,,,,,,
20201230,NE,165297,87234,4464,,2429,1084,201,,3402,66483,20870,69369,75058,1611,1105,58,,23,23,1,,21,380,142,862,607,5220,3721,279,,125,86,12,,153,844,972,2979,1269,,,,,,,,,,,,,
20201230,NH,43242,20851,699,2687,600,43,0,205,1062,17095,2687,23460,17095,741,593,10,19,5,0,0,0,2,112,19,610,112,901,670,36,86,34,1,0,5,8,61,86,754,61,,,,,,,,,,,,,
20201230,NJ,472264,134541,41833,95532,15941,,,,57231,127186,95532,249546,127186,18952,10269,3183,3690,994,,,,501,315,3690,14947,315,47090,18035,8620,12132,2118,,,,2623,3562,12132,31396,3562,,,,,,,,,,,,,
20201230,NM,141186,20881,1722,58253,1157,23648,,,,35525,58253,47408,35525,2436,697,33,851,18,727,,,,110,851,1475,110,9614,1553,105,3187,80,2922,16,,185,1566,3187,4861,1566,,,,,,,,,,,,,
20201230,NV,222594,59276,12356,61520,12793,853,,,19226,56570,61520,104504,56570,3066,1452,271,679,318,30,,,5,311,679,2076,311,,,,,,,,,,,,,,1157654,306639,61095,105565,43749,5590,,,120234,514782,105565,537307,514782
