/id,/fields/Annotation Summary,/fields/State,/fields/States Daily Column,/fields/Metric,/fields/Annotation,/fields/Evidence For,/fields/Evidence Type,/fields/Evidence,/fields/Evidence Source Link,/fields/Last Checked,/createdTime,/fields/Media/Outreach As Of,/fields/Media/Outreach Out of Date,/fields/MetricTitle,/fields/Excludes
recwWMQVVDPkXAsk7,viral RNA according to website,OH,Total Tests (PCR),"OH dash > ""COVID-19 Dashboard"" > menu pulldown ""Key Metrics"" > ""Cases"" > ""Total Tested in Ohio""",viral RNA,Test Type,website,"Sum of ""Confirmatory Lab Total Tested (Daily)"" downloaded from https://data.ohio.gov/wps/portal/gov/data/view/covid-nineteen-key-metrics-on-testing matches ""Total Tested in Ohio"".  This data updates at least an hour before the dashboard metric updates.

""C",https://coronavirus.ohio.gov/wps/portal/gov/covid-19/dashboards/key-metrics/testing,2021-02-10,2021-01-28T21:51:47.000Z,,,,
rec7RZbpy2tZdT3xZ,viral RNA according to website,PA,Total PCR Tests (People),"calculated: PA dash > {""Confirmed Cases"" + ""Negative Tests""}",viral RNA,Test Type,website,"PA's dashboard (embedded on the page) breaks down confirmed cases and probable cases, and the site (though not the dashboard) specifically says that confirmed negatives are PCR tests only.",https://www.health.pa.gov/topics/disease/coronavirus/Pages/Cases.aspx,2021-02-16,2021-01-28T21:51:47.000Z,,,,
rec1RXbVey7Bh36U3,unclear test type according to website,NV,Total PCR Tests (People),"NV dash > tab ""Trends"" > button ""Testing"" > ""People Tested""",unclear test type,Test Type,website,"Dash states, ""Testing data include all testing encounters for COVID-19 reported to the Division of Public and Behavioral Health using a molecular test, such as an RT-PCR. We also include testing encounters reported by the Nevada Department of Corrections u",https://app.powerbigov.us/view?r=eyJrIjoiMjA2ZThiOWUtM2FlNS00MGY5LWFmYjUtNmQwNTQ3Nzg5N2I2IiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9,2021-02-12,2021-01-28T21:51:47.000Z,,,,
recEudgYoA23XOhH6,unclear test type according to website,RI,Total Test Encounters (PCR),"RI other > ""Cumulative total tests completed (may count people more than once)""",unclear test type,Test Type,website,"The ""data notes"" and labels on the dash/google sheet, do not specify test type(s).",https://health.ri.gov/publications/guides/COVID-19-Data-Notes.pdf,2021-02-16,2021-01-28T21:51:47.000Z,,,,
recAf2v9YVYkAAFZE,unclear test type according to website,RI,Total PCR Tests (People),"RI other > ""Cumulative people tested (one count per person)"" ",unclear test type,Test Type,website,"The ""data notes"" and labels on the dash/google sheet, do not specify test type(s).",https://health.ri.gov/publications/guides/COVID-19-Data-Notes.pdf,2021-02-16,2021-01-28T21:51:47.000Z,,,,
recC4hbuqVYGVXhyY,unclear test type according to website,SD,Total PCR Tests (People),"SD primary > tab ""SD Overview"" > ""Total Persons Tested""",unclear test type,Test Type,website,"The ""total Persons Tested"" metric has no test type info in its definition. They do lump PCR and antigen for their monthly testing goal metric. ",https://doh.sd.gov/news/Coronavirus.aspx,2021-02-16,2021-01-28T21:51:47.000Z,,,,
rec76TxxsPPcBrvZp,viral RNA according to website,MN,Total Test Encounters (PCR),"MN primary > title ""Testing"" >""Total approximate number of completed PCR tests (cumulative):""",viral RNA,Test Type,website,"""Total approximate number of completed PCR tests (cumulative)""",https://www.health.state.mn.us/diseases/coronavirus/situation.html,2021-02-16,2021-01-28T21:51:47.000Z,,,,
recTeGrZmT86pHdVr,viral RNA according to website,UT,Total Tests (PCR),calculated:  WS2 > {Positive Tests (PCR) + Negative Tests (PCR)},viral RNA,Test Type,website,"PCR values are separated in the charts/download, and we now capture them from the download",https://coronavirus-dashboard.utah.gov/,2021-02-12,2021-01-28T21:51:47.000Z,,,,
reci5FAJrWwY9L8Vx,unclear test type according to website,PR,Total Tests (PCR),updates: never,unclear test type,Test Type,website,"Labels with ""molecular"" but doesn't define PCR/antigen usage but does specify the separation of antibody",https://github.com/COVID19Tracking/issues/issues/878,2021-02-16,2021-01-28T21:51:47.000Z,,,,
recgTa7GshO6s7sIA,CSTE confirmed cases according to website,AL,Positive Cases (PCR),"AL dash > ""Cases"" > ""Confirmed""",CSTE confirmed cases,Cases,website,"Footnote at bottom of dash: ""Cases classified as Confirmed Cases had SARS-CoV-2 detected using a molecular amplification test (e.g., PCR, NAAT, RNA).""",https://alpublichealth.maps.arcgis.com/apps/opsdashboard/index.html#/6d2771faa9da4a2786a509d82c8cf0f7,2021-02-16,2021-01-28T21:51:47.000Z,,,,
recOZVKTT2DEX482F,CSTE-2 probable cases according to website,AL,Probable Cases,"AL dash > ""Cases"" > ""Probable""",CSTE-2 probable cases,Cases,website,"Footnote at bottom of dash: ""Cases classified as Probable Cases either 1) had SARS-CoV-2 detected using an antigen test*, 2) is known to be a close contact to a COVID-19 case or was known to be part of an exposed group*, or 3) COVID-19 was listed on their ",https://alpublichealth.maps.arcgis.com/apps/opsdashboard/index.html#/6d2771faa9da4a2786a509d82c8cf0f7,2021-02-16,2021-01-28T21:51:47.000Z,,,,
recB7vzalFFJL2cD3,CSTE confirmed cases according to website,AZ,Positive Cases (PCR),"AZ dash > tab ""Summary"" > hover over ""Number of Cases #"" > ""confirmed"" ",CSTE confirmed cases,Cases,website,AZ Case Classification Flow Chart Follows CSTE Interim-20-ID-02,https://www.azdhs.gov/documents/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/novel-coronavirus/local-health-resources/covid-19-case-classification-algorithim.pdf,2021-02-16,2021-01-28T21:51:47.000Z,,,,
recaxcjQTHy7O0MKM,viral RNA according to website,UT,Total PCR Tests (People),"calculated: long calculation This formula sums daily positive and negative PCR tests by person to get cumulative numbers. long calculation > hover over ""# UT Tests"" > click play button > title ""Metrics for People"" > ""test type: PCR/amplification"" > {Positi",viral RNA,Test Type,website,clearly labeled in chart/download as PCR only.,https://coronavirus-dashboard.utah.gov/,2021-02-12,2021-01-28T21:51:47.000Z,,,,
recDJbugHXKmRBTzD,CSTE-2 probable cases according to website,AZ,Probable Cases,"AZ dash > tab ""Summary"" > hover over ""Number of Cases #"" > ""probable"" ",CSTE-2 probable cases,Cases,website,"CSTE Interim-20-ID-02 with the exception of vital records criteria, which in AZ are enough to identify a probable case (even with a negative PCR test), but according to CSTE2 can only identify a probable case without a negative PCR test. ",https://www.azdhs.gov/documents/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/novel-coronavirus/local-health-resources/covid-19-case-classification-algorithim.pdf,2021-02-16,2021-01-28T21:51:47.000Z,,,,
reczmdD12jCYYUav9,"CSTE confirmed cases, CSTE-2 probable cases according to website",AZ,Positive,"AZ dash > tab ""Summary"" > ""Number of Cases""","CSTE confirmed cases, CSTE-2 probable cases",Cases,website,This is the sum of confirmed and probable cases from their dash.,https://www.azdhs.gov/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/covid-19/dashboards/index.php,2021-02-16,2021-01-28T21:51:47.000Z,,,,
recDJwDv8PYpTy3j4,unclear confirmed cases according to website,AR,Positive Cases (PCR),"AR dash > tab ""Total Cases"" > ""Confirmed"" note: always use dash and never the graphic from the primary source",unclear confirmed cases,Cases,website,"They break out confirmed and probable cases on the dash; refer to ""laboratory confirmed COVID-19 cases"" in the case investigation report but do not clarify test types on the website.",https://experience.arcgis.com/experience/c2ef4a4fcbe5458fbf2e48a21e4fece9,2021-02-12,2021-01-28T21:51:47.000Z,,,,
recfY2t1TupcczXwB,unclear probable cases according to website,AR,Probable Cases,"AR dash > tab ""Total Cases"" > ""Probable Cases"" note: always use dash and never the graphic from the primary source",unclear probable cases,Cases,website,There are not definitions on the dashboard or state page.,https://experience.arcgis.com/experience/c2ef4a4fcbe5458fbf2e48a21e4fece9,2021-02-12,2021-01-28T21:51:47.000Z,,,,
recTeDUfXP4jiJKmU,unclear confirmed cases according to website,CA,"Positive, Positive Cases (PCR)","CA dash > ""California Cases""",unclear confirmed cases,Cases,website,"evidence link > section Data Dictionaries > Case Testing Data 

The only definition is ""laboratory-confirmed COVID-19 cases"" on all dashboards and datasets. However because they have unclear Test Types is is unclear if it is CSTE confirmed or custom confir",https://covid19.ca.gov/data-and-tools/,2021-02-16,2021-01-28T21:51:47.000Z,,,,
recx8em7HLlfi95Ke,CSTE confirmed cases according to website,CO,Positive Cases (PCR),"CO primary > toggle button ""Case Summary Snapshot"" > ""Confirmed cases"" note: scroll beneath dashboard for toggle",CSTE confirmed cases,Cases,website,"""Cases are considered confirmed when there has been a positive molecular amplification test (such as PCR) performed by a lab. """,https://covid19.colorado.gov/frequently-asked-questions-faq#Data,2021-02-16,2021-01-28T21:51:47.000Z,,,,
rec4lfFgQIt71JS88,"CSTE confirmed cases, CSTE-2 probable cases according to website",CO,Positive,"CO primary > ""Cases""","CSTE confirmed cases, CSTE-2 probable cases",Cases,website,"""The total number of cases includes both confirmed and probable cases. """,https://covid19.colorado.gov/frequently-asked-questions-faq#Data,2021-02-16,2021-01-28T21:51:47.000Z,,,,
recFGTqDAS9oGIEQ3,CSTE-2 probable cases according to website,CO,Probable Cases,"CO primary > toggle button ""Case Summary Snapshot"" > ""Probable cases"" note: scroll beneath dashboard for toggle",CSTE-2 probable cases,Cases,website,"""A case is  considered probable when: 
(1) An individual meets clinical criteria* AND there is an epidemiologic link,**  but no lab test to confirm.
OR
(2) A person has tested positive with an antigen test from a respiratory specimen, with symptoms beginni",https://covid19.colorado.gov/frequently-asked-questions-faq#Data,2021-02-16,2021-01-28T21:51:47.000Z,,,,
recfd3NPVIVrPgbFF,"CSTE confirmed cases, unclear probable cases according to website",CT,Positive,"CT primary > table ""Connecticut COVID-19 Summary"" > row ""COVID-19 Cases (confirmed and probable)"" > ""Total""","CSTE confirmed cases, unclear probable cases",Cases,website,See definitions for confirmed and probable cases.,https://portal.ct.gov/Coronavirus/COVID-19-Data-Tracker,2021-02-16,2021-01-28T21:51:47.000Z,,,,
rechXQtiOtdWT3O0x,CSTE confirmed cases according to website,CT,Positive Cases (PCR),"CT primary > in text at top of page ""...including [number] laboratory-confirmed...""",CSTE confirmed cases,Cases,website,"They say ""laboratory-confirmed (molecular) cases"" for confirmed and link to the CDC surveillance page.

It's clear they're using ""molecular"" as a synonym for ""nucleic amplification"" because elsewhere they say ""molecular and antigen,"" which would be duplica",https://portal.ct.gov/Coronavirus/COVID-19-Data-Tracker,2021-02-16,2021-01-28T21:51:47.000Z,,,,
recRWv7PQ2KM9FC4R,"CSTE confirmed cases, CSTE-1 probable cases according to website",DE,Positive,"DE dash > title ""Positive Cases in State of Deleware"" > ""Total Positive Cases""","CSTE confirmed cases, CSTE-1 probable cases",Cases,website,Combines the confirmed and probable counts.,https://myhealthycommunity.dhss.delaware.gov/locations/state,2021-02-12,2021-01-28T21:51:47.000Z,,,,
reczuVGXDzgs6vnwh,CSTE confirmed cases according to website,DE,Positive Cases (PCR),"DE dash > title ""Positive Cases in State of Delaware"" > ""Confirmed""",CSTE confirmed cases,Cases,website,"According to a hover on ""Confirmed Cases"": ""A confirmed case or death is defined by the CDC as: A person meeting confirmatory laboratory evidence for COVID-19""",https://myhealthycommunity.dhss.delaware.gov/locations/state,2021-02-12,2021-01-28T21:51:47.000Z,,,,
recHb4s1jUV90iEjH,CSTE-1 probable cases according to website,DE,Probable Cases,"DE dash > title ""Positive Cases in State of Delaware"" > ""Probable""",CSTE-1 probable cases,Cases,website,"Hover on Probable cases on dash: 
""A probable case or death is defined by the CDC as:
  A person meeting clinical criteria AND epidemiologic evidence with no confirmatory laboratory testing performed for COVID-19;
  A person meeting presumptive laboratory ",https://myhealthycommunity.dhss.delaware.gov/locations/state,2021-02-12,2021-01-28T21:51:47.000Z,,,,
recFlfGjFgSn6RhWt,"CSTE confirmed cases, CSTE-2 probable cases according to website",WY,Positive,"calculated: WY dash > {""Lab Confirmed Cases"" + ""Probable Cases""}","CSTE confirmed cases, CSTE-2 probable cases",Cases,website,See confirmed and probable for details— WY uses CSTE-2.,https://health.wyo.gov/wp-content/uploads/2020/08/Coronavirus-Disease-2019-HAN-12_8.21.20.pdf,2021-02-16,2021-01-28T21:51:47.000Z,,,,
recpDNE50etid1UoB,CSTE confirmed cases according to website,WY,Positive Cases (PCR),"WY dash > ""Lab Confirmed Cases"" ",CSTE confirmed cases,Cases,website,"""Lab Confirmed Cases include a total count of people with a laboratory confirmed molecular/PCR test for COVID-19
since the first case was identified in Wyoming."" ",https://docs.google.com/document/d/1NyXh9loMxMn23wFt2XUKIijhux9jKkPFjnclRne2f2Q/edit,2021-02-16,2021-01-28T21:51:47.000Z,,,,
receUq55TkyXCkkhB,CSTE-2 probable cases according to website,WY,Probable Cases,"WY dash > ""Probable Cases"" ",CSTE-2 probable cases,Cases,website,"""Probable Cases include a total count of people who are identified to be a close contact to a laboratory confirmed
COVID-19 case AND develop symptoms of COVID-19 within 14 days, but are not tested; or those with a positive
COVID-19 antigen test. If a proba",https://docs.google.com/document/d/1NyXh9loMxMn23wFt2XUKIijhux9jKkPFjnclRne2f2Q/edit,2021-02-16,2021-01-28T21:51:47.000Z,,,,
rec8fVISper0pvwxY,CSTE confirmed cases according to website,GA,"Positive, Positive Cases (PCR)","GA primary > title ""Georgia Overall COVID-19 Status"" > ""Confirmed Cases""",CSTE confirmed cases,Cases,website,"According to popup next to Confirmed Cases
""This number represents confirmed cases only, defined as an individual with a positive molecular test. Only molecular test results are used in identifying confirmed cases. These test results are reported through m",https://dph.georgia.gov/covid-19-daily-status-report,2021-02-16,2021-01-28T21:51:47.000Z,,,,
recNaK81bcqo7wfaB,"confirmed deaths, probable deaths according to website",UT,Deaths (confirmed and probable),"UT dash > ""Total COVID-19 Deaths""","confirmed deaths, probable deaths",Deaths,website,"From the UT dashboard: "" Deaths reported by UDOH include confirmed and probable cases as defined by the Council of State and Territorial Epidemiologists (CSTE) case definition. This includes: 1) confirmed cases with a positive COVID-19 PCR result and no al",https://coronavirus-dashboard.utah.gov/,2021-02-03,2021-01-28T21:51:47.000Z,,,,
recuoxzqGOkRAySEN,"confirmed deaths, probable deaths according to website",CO,Deaths (confirmed and probable),"CO primary > ""Deaths Among Cases"" ","confirmed deaths, probable deaths",Deaths,website,"Under ""What do the death data mean?:"" 

""The epidemiological death data reflects people who died with COVID-19, but COVID-19 may not have been the cause of death listed on the death certificate. It comes from two sources:
From health care providers and lab",https://covid19.colorado.gov/frequently-asked-questions-faq#Data,2021-02-04,2021-01-28T21:51:47.000Z,,,,
